xcoord ycoord zcoord
78.02 -22.63 61.29
79.85 -26.57 59.49
77.58 -33.97 55.74
74.45 -36.92 54.21
77.76 -42.44 49.69
75.56 -44.93 47.65
78.97 -48.82 43.49
73.91 -52.58 39.76
79.42 -54.78 36.1
80.02 -59.07 29.4
78.49 -60.58 26.51
77.87 -62.89 21.34
79.03 -64.54 16.24
79.14 -66.38 8.51
81.36 -66.74 3.96
77.21 -67.58 -1.04
79.85 -67.21 -5.53
78.73 -66.68 -13.88
81.27 -65.76 -16.62
79.23 -64.91 -21.8
81.04 -61.21 -30.39
77.73 -59.98 -34.36
80.84 -56.07 -39.42
78.43 -53.56 -43.81
81.92 -51.31 -45.44
77.99 -47.86 -50.5
79.51 -44.84 -53.14
79.62 -37.73 -58.89
81.1 -34.36 -60.62
78.57 -27.99 -64.62
81.02 -17.61 -67.53
77.79 -14.08 -69.16
79.33 -9.81 -69.77
79.31 -1.88 -70.16
84.94 -1.7 64.57
82.22 -10.3 63.96
84.78 -14.11 63.14
81.51 -18.34 62.29
82.99 -22.37 60.79
81.27 -30.38 57.48
82.86 -34.17 55.17
79.74 -37.76 53.11
81.84 -40.72 50.69
81.02 -46.54 45.65
83.57 -49.93 41.66
79.7 -52.33 39.29
84.59 -54.93 35.09
82.03 -57.32 31.96
83.72 -61.05 24.32
82.27 -63.42 18.33
85.86 -64.59 13.01
80.08 -65.45 12.33
85.58 -65.86 6.45
83.51 -66.72 -2.43
83.63 -66.53 -7.89
83.8 -66.16 -12.13
84.55 -64.47 -19.44
82.68 -63.43 -24.09
84.66 -62.07 -26.36
82.54 -58.81 -34.31
85.71 -57.16 -35.95
84.25 -54.12 -41.08
85.21 -49.2 -46.83
83.33 -46.97 -49.83
84.01 -42.38 -54.05
84.15 -38.93 -56.93
86.76 -32.96 -60.19
82.77 -30.34 -62.52
85.14 -20.15 -66.04
84.03 -12.85 -68.27
85.47 -8.02 -68.52
84.04 -4.54 -69.08
83.81 -5.99 64.4
87.74 -9.3 63.75
89.61 -12.76 62.89
86.7 -17.94 61.92
88.23 -22.27 60.57
86.56 -30.57 56.85
88.6 -34.28 54.52
85.2 -37.52 52.75
87.25 -41.08 49.81
83.09 -44.04 47.67
86.4 -47.04 44.32
85.29 -52.27 38.57
87.55 -56.88 31.55
85.75 -59.6 26.92
90.7 -61.05 21.89
84.73 -62.23 21.17
88.36 -63.54 15.68
86.15 -65.15 9.73
89.19 -65.61 2.87
85.3 -66.34 0.62
88.9 -65.83 -4.34
89.09 -65.22 -11.57
87.63 -64.77 -15.88
89.01 -63.08 -21.11
89.87 -60.81 -26.79
86.58 -59.93 -30.43
88.79 -55.3 -37.59
87.63 -52.02 -42.51
90.2 -47.21 -47.22
87.46 -44.63 -50.9
89.05 -40.95 -53.77
87.92 -36.29 -57.74
91.02 -29.83 -60.63
87.06 -27.26 -62.92
89.08 -22.5 -64.32
87.59 -15.14 -66.9
90.21 -9.85 -67.2
87.22 -1.09 -68.44
90.94 -1.59 64.1
89.54 -5.22 64.04
94.07 -11.63 62.78
91.53 -17.35 61.6
92.73 -22.09 59.95
91.92 -30.49 56.34
93.69 -34.29 53.79
90.71 -37.95 51.69
92.66 -41.17 48.9
88.73 -44.09 46.98
93.18 -51.02 38.54
90.41 -53.15 36.48
91.56 -55.17 33.4
89.63 -58.24 28.62
92.36 -59.8 24.48
90.91 -62.45 18.05
94.55 -63.07 13.69
92.16 -64.52 7.68
94.28 -64.58 4.95
92.11 -65.25 -1.39
95.73 -64.49 -5.67
89.98 -65.57 -7.76
94.01 -63.9 -13.76
91.68 -61.86 -23.03
94.12 -58.88 -28.81
90.01 -58.13 -32.16
93.59 -56.27 -34.15
92.09 -53.16 -39.41
95.71 -45.93 -46.68
92.58 -43.66 -50.13
94.65 -40.24 -52.51
92.39 -37.31 -55.67
93.62 -32.95 -58.09
93.08 -25.09 -62.33
94.51 -19.46 -63.83
91 -17.26 -65.45
94.03 -11.16 -66.02
92.01 -4.82 -67.15
97.66 -1.86 63.3
94.07 -7.01 63.39
98.36 -11.88 62.19
95.79 -17.01 61.26
97.61 -21.73 59.55
95.07 -26.34 57.92
96.89 -30.44 55.6
96.21 -37.71 51.14
98.16 -40.65 48.22
92.26 -46.5 43.97
95.44 -48.53 41.1
97.38 -52.67 35.29
98.29 -54.58 32.26
95.78 -56.54 29.9
96 -58.25 26.42
96.65 -61.01 19.32
99.1 -61.67 16.13
94.06 -63.75 10.84
100.94 -63.46 3.74
96.22 -64.58 0.94
99.1 -63.97 -2.9
95.7 -64.2 -9.81
99.84 -62.8 -13.63
96.7 -61.94 -19.22
100.6 -58.14 -27.09
97.61 -56.94 -30.89
96.36 -54.15 -36.05
95.96 -50.93 -40.69
96.96 -48.04 -43.62
98.36 -42.35 -49.41
99.77 -38.4 -52.44
97.24 -35.41 -55.51
99.28 -30.91 -57.75
96.43 -28.08 -60.05
97.72 -22.3 -61.95
96.77 -13.26 -64.75
98.86 -6.49 -65.12
94 -2.88 -66.69
102.71 -1.56 62.7
98.09 -6.15 63.08
102.2 -11.25 61.76
100.08 -17.02 60.61
102.43 -21.93 58.75
99.8 -26.08 57.29
101.92 -30.22 54.91
99.2 -34.11 53.05
101.76 -37.58 50.11
99.5 -46.05 42.77
103.02 -47.55 40.31
99.9 -50.06 38.05
103.86 -51.52 35.1
101.9 -56.73 27.1
102.99 -57.94 23.72
99.1 -59.51 22.05
102.43 -61.8 12.94
100.01 -62.92 9.3
102.95 -62.69 6.76
103.7 -63.03 0.47
103.28 -62.93 -5.97
101.48 -63.02 -9.31
101.35 -61.66 -16.69
99.55 -60.45 -21.81
104.54 -58.47 -23.86
104.29 -55.67 -29.63
101.21 -54.57 -33.05
100.49 -51.98 -37.49
103.41 -46.38 -43.16
101.73 -44.37 -46.13
103.34 -40.56 -49.12
102.58 -33.94 -54.67
104.34 -28.98 -57.12
101.32 -25.62 -59.59
102.5 -19.78 -61.29
99.53 -16.21 -63.18
102.47 -9.59 -63.65
100.12 -3.13 -64.88
109.06 -1.23 61.81
106.85 -6.74 61.74
105.88 -11.93 61.09
104.29 -17.2 60.01
107.25 -21.81 57.95
104.69 -26.13 56.49
107.21 -30.13 54.01
104.45 -34.12 52.2
107.41 -37.19 49.18
106.3 -43.97 43.43
108.88 -46.02 40.54
106.95 -48.9 37.36
106.15 -52.8 32.3
103.95 -54.86 29.81
109.68 -56.46 23.75
104.28 -59.8 18.71
106.89 -59.97 15.71
107 -60.87 11.36
108.95 -61.54 4.46
106.63 -62.33 -2.53
109.12 -61.5 -7.34
105.93 -61.62 -11.4
107.29 -60.61 -15.15
105.07 -59.8 -19.71
109.72 -57.51 -22.21
107.57 -56.3 -26.47
105.27 -52.43 -34.36
101.72 -49.28 -40.43
108.03 -47.19 -40.17
107.05 -42.18 -45.99
109.4 -38.72 -48.53
105.07 -36.81 -51.6
107.66 -31.94 -54.15
105.8 -23.25 -59.01
109.97 -21.23 -58.33
106.18 -17.04 -60.96
107.56 -7.27 -62.35
105.48 -2.74 -63.38
111.37 -4.38 61.33
111.75 -8.8 60.77
110.51 -12.97 60.16
108.82 -17.34 59.17
112.49 -22 57.07
110.02 -26.23 55.65
112.85 -29.83 53.15
110.01 -33.61 51.3
112.88 -37.21 48
109.58 -40.66 45.72
112.5 -42.99 42.72
111.87 -49.42 35.16
112.22 -51.4 32.09
109.22 -55.18 26.86
116.26 -54.52 24.35
108.52 -58.05 20.49
112.95 -58.82 14.03
109.56 -60.88 8.25
115.03 -59.61 6.56
110.5 -61.36 1.31
112.01 -60.83 -4.04
111.72 -60.1 -10.74
113.3 -58.87 -14.4
110.53 -58.76 -18.24
113.51 -54.68 -25.7
109.07 -53.66 -30.61
111.32 -50.82 -33.56
106.76 -49.91 -37.49
114.11 -45.38 -39.41
109.34 -44.17 -42.95
113.23 -40.43 -45.26
110.5 -34.83 -51.09
112.77 -29.86 -53.48
109.22 -26.94 -56.47
114.69 -19.45 -57.34
110.75 -11.01 -60.81
113.85 -8.03 -60.13
109.78 -2.57 -62.03
112.08 0.35 61.53
116.96 -9.21 60.01
116.03 -13.6 59.21
114.18 -17.67 58.37
117.39 -21.72 56.33
115.26 -25.91 54.75
118.16 -29.75 52.22
115.31 -33.49 50.2
118.38 -36.38 47.27
115.58 -39.86 44.87
116.81 -43.66 40.8
113.54 -46.47 38.34
118.03 -49 33.34
112.27 -53.25 29
118.49 -52.57 27
115.65 -56.17 20.77
118.65 -56.71 15.85
114.72 -59.03 11.01
116.41 -59.54 3.06
115.25 -59.95 -1.06
118.32 -58.73 -5.09
115.82 -59.09 -8.07
118.29 -57.54 -12.04
115.81 -56.46 -19.45
116.19 -55.17 -22.58
114.54 -52.93 -28.59
116.07 -50.27 -31.59
112.78 -48.32 -36.42
119.12 -43.92 -38.32
115.23 -42.49 -42.06
119.07 -38.33 -44.62
115.18 -36.66 -47.76
117.35 -27.72 -52.78
113.99 -24.38 -55.5
119.54 -17.91 -55.89
115.47 -14.39 -58.42
117.96 -7.78 -58.53
114.16 -2.95 -60.24
118.3 -2.03 60.38
117.94 -5.6 60.32
121.18 -13.25 58.52
119.4 -17.47 57.57
122.58 -21.46 55.45
120.33 -25.62 53.97
123.76 -28.98 51.46
121.16 -32.95 49.49
123.09 -36.85 45.78
119.97 -40.23 43.25
121.47 -43.96 38.96
117.74 -46.97 36.22
124.67 -47.49 32.96
118.66 -50.95 30.13
121.67 -53.5 22.93
121.09 -55.09 19.42
121.1 -56.9 12.62
120.14 -57.8 8.95
122.3 -57.55 5.16
121.49 -57.96 1.22
121.69 -57.81 -2.34
121.82 -56.82 -9.29
123.46 -55.01 -14.37
122.56 -54.03 -18.58
122.76 -52.73 -21.56
121.03 -50.26 -28.06
121.44 -47.8 -31.54
117.92 -46.95 -35.08
124.71 -40.64 -38.85
121.19 -39.82 -41.71
124.64 -34.69 -44.82
120.29 -34.14 -47.17
121 -30.43 -49.69
118.91 -22.85 -54.49
124.18 -21.54 -52.67
119.04 -12.76 -57.17
122.71 -6.53 -56.99
120.33 -2.42 -58.09
123.92 -5.19 59.32
122.98 -9.19 59.06
127.05 -12.83 57.53
124.85 -17.1 56.71
128.26 -20.92 54.54
126.26 -25.1 53.1
128.98 -29.08 50.08
126.34 -32.81 48.07
127.96 -37.23 44.05
124.34 -40.86 41.39
128.35 -42.13 38.7
124.68 -45.23 36.14
125.18 -49.24 30
124.95 -51.05 26.6
127.87 -52.96 19.91
125.53 -54.7 16.43
126.72 -55.24 12.5
125.91 -56.14 8.5
127.75 -55.9 4
127.67 -55.92 0.47
128.21 -55.67 -3.09
124.93 -56.23 -6.3
126.78 -54.52 -11.18
128.34 -51.99 -17.39
128.25 -50.2 -21.67
120.28 -52.21 -24.96
126.36 -47.35 -28.27
123.6 -44.36 -34.91
128.07 -41.14 -36.05
127.18 -36.41 -41.8
128.92 -31.19 -45.3
126.25 -29.19 -48.01
127.84 -24.45 -49.75
122.93 -26.1 -51.24
133.82 -15.72 -50.22
129.35 -13.9 -52.82
124.46 -11.43 -55.54
127.31 -4.08 -55.29
129.42 -3.72 58.53
129.02 -8.24 58.13
132.37 -11.97 56.64
130.49 -16.59 55.72
133.18 -20.62 53.53
131.19 -24.89 52.03
133.49 -29.68 48.49
130.09 -33.9 46.34
134.07 -35.36 43.73
130.69 -38.8 41.49
132.9 -42.12 37.04
129.97 -45 34.33
130.92 -47.18 30.45
127.75 -51.61 23.62
133.37 -50.13 23.25
132.59 -51.79 19.31
130.82 -53.34 15.52
131.77 -54.08 10.34
131.06 -54.54 6.53
133.65 -53.88 -0.34
134.14 -53.18 -4.07
130 -54.19 -7.37
132.22 -52.71 -10.23
129.29 -52.69 -14.38
131.65 -49.66 -19.6
126.2 -49.46 -25.04
132.59 -45.57 -26.46
126.8 -45.15 -31.7
131.27 -41.83 -32.91
130.08 -37.33 -38.98
131.81 -32.7 -42.36
131.6 -26.21 -47
134.94 -27.89 -44.09
128.8 -19.06 -51.55
138.09 -17.09 -47.47
133.55 -10.42 -51.59
128.28 -8.87 -54.37
130.9 -0.42 -53.87
139.48 -1.76 56.45
134.04 -7.25 57.11
137.62 -11.49 55.54
135.47 -16.01 54.8
137.45 -21.55 52.03
135.41 -26.16 50.1
141.34 -28.09 47.08
136.14 -31.52 46.36
139.25 -35.52 41.71
135.17 -38.86 39.9
138.21 -40.86 36.26
135.01 -44.37 32.98
137.64 -45.4 29.91
136.18 -47.93 26.18
138.63 -48.9 21.33
137.49 -50.88 16.77
135.14 -52.59 13.06
137.13 -52.41 9.08
137.51 -52.41 5.47
134.98 -53.42 2.63
139.72 -51.28 -2.59
135.87 -51.95 -6.9
139.71 -49.66 -9.73
135.54 -49.72 -15.3
137.8 -47.85 -17.36
132.59 -47.09 -23.82
138.66 -42.19 -26.82
132.4 -43.7 -29.48
137.12 -38.56 -32.95
138.55 -33.94 -36.65
135.55 -33.31 -39.4
138.26 -28.88 -41.28
139.8 -23.62 -43.57
132.65 -20.88 -48.86
142.06 -17.91 -44.89
138.17 -11.72 -48.87
132.79 -5.36 -52.74
136.53 -1.17 -51.06
144.56 -2.52 54.89
139.18 -6.58 56.06
142.49 -12.69 54.04
140.33 -17.27 53.03
143.71 -20.17 50.84
140.65 -24.75 49.48
146.45 -27.06 45.94
141.05 -31.95 44.31
145.3 -34.25 40.41
141.66 -37.74 38.33
144.99 -38.46 35.77
141.14 -42.03 33.07
146.56 -43.63 26.78
141.75 -46.69 24.34
146.52 -45.68 22
141.83 -48.61 18.92
141.98 -49.64 14.13
142.11 -50.14 11.39
143.01 -50.25 6.91
143.25 -50.26 3.05
141.22 -50.99 0.19
142.68 -49.51 -5.92
145.13 -46.84 -11.13
136.5 -50.28 -12.44
144.21 -45.31 -16.27
137.54 -45.87 -21.64
140.45 -42.86 -24.15
137.86 -40.45 -29.9
143.12 -36.7 -30.6
141.78 -34.82 -33.52
144.15 -30.77 -35.76
141.83 -29.18 -38.6
143.23 -24.78 -40.92
136.61 -22.09 -46.23
145.86 -13.94 -43.88
142.31 -12.34 -46.41
137.91 -6.32 -50.04
141.31 -1.6 -48.44
148.93 0.52 53.84
144.16 -7.61 54.54
152.19 -12.76 50.97
146.54 -15.3 51.91
149.24 -18.33 49.91
146.55 -23 48.5
151.49 -27.24 43.89
146.35 -30.84 43.05
150.86 -31.28 40.58
149.66 -34.9 37.68
150.24 -37.33 34.36
145.37 -41.21 31.67
152.42 -41.09 26.82
150.56 -43.31 23.5
149.63 -45.43 18.92
147.1 -47.14 16.64
149.6 -46.64 13.53
147.03 -48.33 10.2
147.81 -48.14 5.74
147.54 -48.15 -0.34
152.75 -45.06 -3.39
146.97 -48.01 -3.41
145.95 -47.7 -7.26
143.34 -46.86 -13.6
150.4 -42.35 -15.42
145.14 -41.75 -22.13
145.89 -39.11 -25.24
144.28 -38.17 -27.92
148.83 -33.23 -29.99
147.15 -31.86 -32.64
149.22 -27.03 -35.34
146.85 -25.28 -38.22
151.33 -21.18 -37.32
144.92 -19.88 -42.26
149.29 -14.03 -41.52
145.92 -7.79 -45.22
142.17 -6.89 -47.57
147.37 3.23 -44.73
153.54 -0.74 52.08
149.2 -5.02 53.45
153.18 -7.03 51.69
156.08 -12.57 49.28
153.67 -18.12 48.24
151.61 -22.82 46.6
156.06 -25.53 42.87
156.1 -29.22 39.9
160.27 -29.68 36.86
154.95 -32.89 36.88
154.95 -35.91 33.23
149.97 -39.98 30.56
157.98 -38.98 25.36
156.38 -41.32 22.16
155.16 -42.91 18.96
154.12 -44.36 14.88
155.48 -44.19 11.12
151.69 -46.25 8.55
153.68 -45.36 4.36
150.4 -46.96 2.16
155.22 -44.13 -0.73
152.32 -44.54 -6.58
150.58 -44.53 -9.61
151.22 -43.19 -12.63
147.27 -42.63 -18.67
150.4 -39.51 -20.79
150.9 -36.84 -23.94
150.6 -34.72 -27.15
155.62 -31.67 -25.83
153.95 -30.07 -29.08
151.93 -27.84 -32.55
153.97 -22.57 -34.72
155.38 -16.52 -36.35
148.44 -19.73 -40.05
155.85 -10.73 -38.06
149.37 -8.27 -42.93
149.39 -2.46 -43.63
153.03 -2.98 -41.18
161.21 -3.07 48.46
157.03 -6.38 50.23
160.93 -8.52 47.85
158.98 -14.94 47.13
161.58 -16.28 44.99
156.12 -21.39 45.38
161.1 -21.08 42.98
161.08 -25.24 40.26
165.69 -26.92 35.15
160.14 -32.64 33.74
160.76 -34.62 30.37
155.18 -38.25 29.51
161.86 -35.71 27.51
162.79 -37.47 22.82
165.61 -37.42 17.4
159.43 -41.55 15.47
160.85 -41.37 11.18
157.69 -43.32 7.5
159.61 -42.23 4.36
158.85 -42.29 1.02
162.14 -39.7 -1.98
159.37 -40.91 -4.47
157.68 -41.06 -7.38
156.63 -39.25 -13.63
159.08 -35.92 -16.18
154.03 -39.06 -17.48
156.28 -35.99 -19.83
155.73 -34.11 -22.78
160.62 -30.26 -22.17
158.58 -26.13 -28.16
162.77 -21.44 -27.55
156.18 -24.98 -31.18
165.41 -16.13 -28.01
152.27 -15.27 -39.07
158.89 -14.05 -34.64
152.77 -8.92 -40.55
156.33 -4.34 -38.81
160.16 -2.76 -35.94
169.08 -3.62 42.28
164.17 -9.6 45.45
169.67 -9.67 40.42
166.52 -12.39 42.89
165.57 -18.11 41.43
168.51 -17.7 38.91
169.64 -21.44 35.49
165.15 -23.88 38.23
170.44 -24.61 32.01
165.75 -29.99 31.98
168.14 -30.24 28.87
166.99 -33.24 25.58
167.8 -34.23 21.92
170.94 -32.49 19.52
171.98 -33.14 12.64
165.25 -38.43 13.93
167.26 -37.53 10.68
164.16 -39.63 7.5
166.96 -37.61 4.79
165.14 -38.55 1.95
167.95 -35.83 -0.81
166.89 -35.79 -4.14
163.49 -37.16 -7.39
157.04 -40.3 -10.57
162.14 -36.5 -10.89
163.1 -34.17 -13.99
164.59 -30.49 -17.32
161.45 -31.81 -19.17
167.84 -25.06 -19.39
160.25 -27.74 -25.06
164.55 -23.18 -24.61
160.64 -20.31 -30.29
172.57 -14.06 -21.81
161.92 -15.24 -31.63
165.18 -11.56 -29.87
162.03 -9.74 -33.21
163.41 -4.09 -33.06
169.76 -1.41 -27.37
177.24 -2.37 30.81
172.11 -3.03 38.76
174.2 -6.75 35.53
175.8 -10.03 32.46
176.85 -12.81 29.13
172.81 -16.09 34.46
173.76 -19 31.23
176.2 -19.32 26.94
176.98 -21.18 23.48
172.84 -24.84 28.1
172.11 -28.31 25.15
174.08 -27.48 21.87
176.01 -26.68 17.9
176.84 -26.95 14.29
171.49 -33.13 15.95
175.26 -30.07 9.8
178.11 -25.62 6.34
170.81 -34.71 7.92
173.66 -31.77 5.36
171.96 -33.04 2.1
174.99 -29.55 -0.13
172.58 -30.98 -3.32
168.14 -33.37 -7.51
173.79 -28.5 -5.92
172.15 -28.58 -9.44
172.31 -25.87 -12.86
168.13 -29.25 -14.55
170.53 -24.36 -16.74
174.67 -19.31 -16
165.19 -25.74 -21.68
169.52 -19.58 -22.04
167.8 -17.88 -24.79
176.79 -12.96 -16.95
169.12 -12.1 -25.98
172.04 -9.63 -24.06
168.65 -7.42 -27.82
165.93 -5.55 -30.62
172.2 -2.46 -25.13
180.46 -1.56 23.44
183.55 -2.08 12.45
178.68 -5.17 27.14
181.39 -6.43 19.81
184.45 -1.85 4.94
182.57 -7.08 15.79
179.18 -11.55 24.69
180.17 -14.18 21.13
184 -6.07 8.47
180.98 -15.24 16.59
182.84 -11.29 11.78
178.5 -20.91 19.11
180.16 -19.99 13.96
181.88 -16.47 9.44
183.73 -9.91 5.34
179.02 -24.11 10.34
184.5 -3.67 0.98
182.03 -17.34 2.34
178.01 -25.8 3.09
180.17 -21.3 -0.22
178 -24.11 -2.86
182.79 -12.69 -2.51
178.53 -21.57 -6.07
167.33 -32.15 -11.3
176.4 -23.22 -9.1
179.61 -16.45 -9.69
175.88 -20.98 -12.71
181.65 -11.86 -8.26
183.88 -4.75 -4.2
172.68 -18.45 -19.11
178.45 -14.2 -13.47
183.18 -5.56 -6.85
180.68 -9.05 -12.31
175.65 -10.04 -19.84
178.57 -6.95 -16.87
181.99 -3.18 -11.06
180.33 -2.66 -14.56
176.82 -2.12 -20.01
44.08 -42.67 -61.72
-194.13 -18.76 24.37
124.78 -16.36 -54.05
110.03 -15.54 -60.15
61.69 -5.83 65.66
-29.26 -49.7 -56.46
-180.81 -7.42 -28.49
115.69 -32.74 -50.45
-132.8 -10.38 -53.2
-33.71 -40.54 51.72
-203.45 -10.3 -6.39
-85.21 -16.38 -67.16
131.09 -48.88 27.3
118.23 -56.63 -16.14
-76.58 -63.28 -24.81
134.24 -2.62 57.57
-22.47 -7.68 -77.64
11.76 -27.89 -73.12
32.88 -61.01 -41.91
49.57 -68.13 11.43
34.75 -58.3 -45.69
59.71 -66.99 -23.24
-7.44 -55.14 39.24
73.1 -29.83 -65.11
-5.35 -21.89 62.75
27.64 -53.37 41.59
171.49 -12.43 37.53
113.34 -57.72 17.62
-79.56 -55.52 30.56
24.45 -14.75 -76.44
-157.42 -20.04 -38.57
-104.13 -42.59 42.22
102.91 -5.71 62.42
51.6 -1.72 66.07
-201.25 -17.2 -3.96
11.24 -52.82 -54.64
-31.25 -44.21 -61.31
140.83 -45.26 -19.8
-92.46 -43.44 43.72
-178.75 -18.04 36.37
-20.65 -65.38 -34.97
174.51 -4.82 -22.27
157.64 -19.68 -33.24
11.25 -17.12 -76.42
45.09 -56.25 37.09
89.15 -49.4 41.33
-164.61 -42.93 -2.76
-205.97 -6.47 13.69
4.14 -38.27 55.18
-199.22 -15.76 20.6
-32.59 -64.79 -34.33
-129.77 -14.25 53.82
95 -43.98 45.98
35.51 -63.61 -37.57
-194.34 -25.16 17.22
142.57 -44.49 28.3
91.22 -49.74 -43.97
145.6 -1.98 -45.98
84.96 -26.58 59
-54.43 -14.76 62.71
-72.31 -24.83 58.28
-9.68 -33.46 57.46
14.12 -22.16 -75.17
90.04 -26.55 58.5
96.4 -60.05 -24.89
-17.35 -50.53 43.96
104.55 -40.45 47.28
-24.24 -58.83 -45.96
-125.17 -55.14 -10.68
19.74 -14.99 -76.68
51.62 -59.12 32.65
57.35 -57.98 -42.97
159.12 -8.21 -36.12
92.53 -63.35 -17.37
82.95 -24.9 -64.79
133.96 -37.81 -36
181.69 -18.09 6.07
-10.82 -56.38 -50.08
36.15 -32.55 58.24
104.03 -12.13 -62.61
-29.71 -39.69 52.52
-3.46 -48.44 -59.01
-141.62 -49.14 -14.8
-149.96 -24.41 44.88
-119.33 -7.27 57.04
-167.6 -35.18 28.03
-153.52 -4.74 -45.02
-32.08 -12.77 -76.51
101.22 -43.25 45.29
-98.99 -5.69 -64.8
-115.34 -51.64 -29.85
148.13 -10.45 52.87
-205.55 -7.63 -3.13
22.1 -65.53 21.63
6.21 -43.62 51.2
45.43 -36.6 55.59
-79.85 -17.96 60.06
-115.54 -2.64 58.07
-46.35 -47.02 -56.78
-87.94 -1.76 61.77
56.48 -27.19 -69.18
161.35 -39.61 19.27
-72.92 -52.69 -45.8
11.98 -8.71 -77.96
-155.15 -22.62 44.14
-134.65 -29.33 46.06
-90.16 -51.04 35.22
10.62 -6.18 66.16
-16.56 -62.51 27.26
166.12 -3.99 45
-119.92 -33.22 -48.71
-19.95 -2.92 -78.09
-0.4 -20.12 63.45
